Symbol,Date,Open,High,Low,Close,Volume
AXU,09-May-2018,1.5,1.52,1.45,1.46,125200
AXU,10-May-2018,1.49,1.52,1.475,1.52,292700
AXU,11-May-2018,1.53,1.53,1.465,1.48,224100
AXU,14-May-2018,1.46,1.51,1.41,1.41,182900
AXU,15-May-2018,1.4,1.4,1.35,1.38,240300
AXU,16-May-2018,1.37,1.4,1.37,1.39,89800
AXU,17-May-2018,1.38,1.4,1.36,1.37,232900
AXU,18-May-2018,1.36,1.41,1.36,1.41,120400
AXU,21-May-2018,1.4,1.44,1.38,1.4,96700
AXU,22-May-2018,1.44,1.44,1.37,1.41,129200
AXU,23-May-2018,1.37,1.4,1.37,1.39,161300
AXU,24-May-2018,1.39,1.44,1.38,1.4,158100
AXU,25-May-2018,1.4,1.4,1.36,1.37,191500
AXU,28-May-2018,1.37,1.37,1.37,1.37,0
AXU,29-May-2018,1.35,1.38,1.31,1.33,300300
AXU,30-May-2018,1.33,1.38,1.33,1.35,352600
AXU,31-May-2018,1.35,1.36,1.32,1.34,439600
AXU,01-Jun-2018,1.33,1.39,1.32,1.39,131400
AXU,04-Jun-2018,1.39,1.42,1.315,1.32,470200
AXU,05-Jun-2018,1.33,1.38,1.33,1.38,355700
AXU,06-Jun-2018,1.36,1.38,1.35,1.35,225700
AXU,07-Jun-2018,1.37,1.38,1.32,1.35,614900
AXU,08-Jun-2018,1.321,1.365,1.321,1.34,133800
AXU,11-Jun-2018,1.35,1.4,1.35,1.39,262400
AXU,12-Jun-2018,1.39,1.39,1.34,1.35,211000
AXU,13-Jun-2018,1.37,1.38,1.33,1.38,229900
AXU,14-Jun-2018,1.38,1.39,1.35,1.36,252600
AXU,15-Jun-2018,1.36,1.37,1.32,1.32,282900
AXU,18-Jun-2018,1.34,1.36,1.31,1.32,347500
AXU,19-Jun-2018,1.32,1.33,1.28,1.31,591100
AXU,20-Jun-2018,1.3,1.3,1.26,1.26,299600
AXU,21-Jun-2018,1.27,1.33,1.27,1.33,158500
AXU,22-Jun-2018,1.34,1.34,1.32,1.33,185200
AXU,25-Jun-2018,1.33,1.33,1.28,1.3,254800
AXU,26-Jun-2018,1.29,1.3,1.25,1.3,248800
AXU,27-Jun-2018,1.29,1.3,1.25,1.28,358100
AXU,28-Jun-2018,1.28,1.3,1.28,1.29,114600
AXU,29-Jun-2018,1.28,1.37,1.28,1.335,445700
AXU,02-Jul-2018,1.37,1.38,1.34,1.38,139300
AXU,03-Jul-2018,1.39,1.4,1.35,1.38,97500
AXU,04-Jul-2018,1.38,1.38,1.38,1.38,0
AXU,05-Jul-2018,1.4,1.47,1.39,1.455,480900
AXU,06-Jul-2018,1.44,1.47,1.4,1.46,240500
AXU,09-Jul-2018,1.46,1.48,1.4,1.4,243900
AXU,10-Jul-2018,1.41,1.46,1.38,1.41,189200
AXU,11-Jul-2018,1.4,1.4,1.34,1.36,229900
AXU,12-Jul-2018,1.38,1.38,1.305,1.35,294900
AXU,13-Jul-2018,1.32,1.35,1.31,1.32,144200
AXU,16-Jul-2018,1.32,1.35,1.28,1.3,346000
AXU,17-Jul-2018,1.3,1.3,1.27,1.3,214800
AXU,18-Jul-2018,1.28,1.29,1.26,1.275,171200
AXU,19-Jul-2018,1.25,1.27,1.24,1.25,398500
AXU,20-Jul-2018,1.25,1.28,1.24,1.24,236700
AXU,23-Jul-2018,1.25,1.265,1.23,1.25,243700
AXU,24-Jul-2018,1.26,1.26,1.21,1.21,452300
AXU,25-Jul-2018,1.22,1.23,1.2,1.21,192500
AXU,26-Jul-2018,1.2,1.21,1.16,1.19,314800
AXU,27-Jul-2018,1.18,1.2,1.18,1.2,125300
AXU,30-Jul-2018,1.2,1.22,1.18,1.2,111200
AXU,31-Jul-2018,1.19,1.22,1.18,1.19,75500
AXU,01-Aug-2018,1.19,1.22,1.18,1.2,84700
AXU,02-Aug-2018,1.19,1.2,1.18,1.19,93100
AXU,03-Aug-2018,1.21,1.25,1.2,1.24,266700
AXU,06-Aug-2018,1.24,1.24,1.19,1.2,106600
AXU,07-Aug-2018,1.2,1.22,1.17,1.17,176500
AXU,08-Aug-2018,1.16,1.19,1.14,1.18,219900
AXU,09-Aug-2018,1.18,1.23,1.18,1.21,238600
AXU,10-Aug-2018,1.2,1.22,1.17,1.17,168500
AXU,13-Aug-2018,1.17,1.17,1.06,1.09,469700
AXU,14-Aug-2018,1.07,1.14,1.07,1.09,208000
AXU,15-Aug-2018,1.06,1.09,1.03,1.05,272800
AXU,16-Aug-2018,1.04,1.1,1,1.03,295600
AXU,17-Aug-2018,1.04,1.1,1.03,1.08,173600
AXU,20-Aug-2018,1.06,1.165,1.05,1.1,353200
AXU,21-Aug-2018,1.1,1.15,1.09,1.12,201600
AXU,22-Aug-2018,1.13,1.15,1.11,1.12,149400
AXU,23-Aug-2018,1.11,1.14,1.08,1.11,141500
AXU,24-Aug-2018,1.12,1.18,1.1,1.15,259100
AXU,27-Aug-2018,1.15,1.16,1.14,1.15,124200
AXU,28-Aug-2018,1.18,1.18,1.11,1.16,252500
AXU,29-Aug-2018,1.17,1.17,1.13,1.15,79600
AXU,30-Aug-2018,1.12,1.15,1.11,1.12,102200
AXU,31-Aug-2018,1.12,1.13,1.09,1.095,113500
AXU,03-Sep-2018,1.095,1.095,1.095,1.095,0
AXU,04-Sep-2018,1.07,1.09,1,1.08,318700
AXU,05-Sep-2018,1.08,1.1,1.04,1.055,177000
AXU,06-Sep-2018,1.05,1.06,1.01,1.02,195000
AXU,07-Sep-2018,1.02,1.06,1,1.05,125100
AXU,10-Sep-2018,1.07,1.09,1.06,1.09,139500
AXU,11-Sep-2018,1.09,1.09,1.05,1.07,82700
AXU,12-Sep-2018,1.07,1.09,1.045,1.08,282900
AXU,13-Sep-2018,1.11,1.11,1.07,1.1,72400
AXU,14-Sep-2018,1.09,1.09,1.05,1.06,60400
AXU,17-Sep-2018,1.05,1.06,1.02,1.04,277000
AXU,18-Sep-2018,1.04,1.05,1.01,1.04,280100
AXU,19-Sep-2018,1.03,1.08,1.03,1.07,142100
AXU,20-Sep-2018,1.09,1.15,1.09,1.15,195700
AXU,21-Sep-2018,1.11,1.15,1.05,1.13,183200
AXU,24-Sep-2018,1.11,1.13,1.08,1.08,121300
AXU,25-Sep-2018,1.1,1.1,1.06,1.085,118300
AXU,26-Sep-2018,1.06,1.09,1.06,1.06,120000
AXU,27-Sep-2018,1.04,1.07,1.03,1.06,198500
AXU,28-Sep-2018,1.04,1.08,1.03,1.03,193200
AXU,01-Oct-2018,1.04,1.08,1.02,1.04,172900
AXU,02-Oct-2018,1.05,1.08,1.035,1.045,254000
AXU,03-Oct-2018,1.05,1.06,1.04,1.05,60200
AXU,04-Oct-2018,1.05,1.06,1.03,1.04,134000
AXU,05-Oct-2018,1.04,1.05,1.02,1.04,87300
AXU,08-Oct-2018,1.03,1.05,1.01,1.05,252100
AXU,09-Oct-2018,1.05,1.06,1.03,1.04,70600
AXU,10-Oct-2018,1.02,1.06,1.02,1.03,65100
AXU,11-Oct-2018,1.05,1.12,1.04,1.09,374500
AXU,12-Oct-2018,1.1,1.12,1.06,1.07,145100
AXU,15-Oct-2018,1.1,1.15,1.1,1.11,188800
AXU,16-Oct-2018,1.13,1.13,1.09,1.1,82300
AXU,17-Oct-2018,1.11,1.11,1.06,1.07,103400
AXU,18-Oct-2018,1.06,1.09,1.06,1.07,53800
AXU,19-Oct-2018,1.07,1.08,1.05,1.07,96800
AXU,22-Oct-2018,1.07,1.08,1.02,1.05,247500
AXU,23-Oct-2018,1.08,1.08,1.02,1.02,335200
AXU,24-Oct-2018,1.03,1.08,1,1.03,281400
AXU,25-Oct-2018,1,1.02,0.93,0.94,470800
AXU,26-Oct-2018,0.94,0.95,0.9,0.92,239900
AXU,29-Oct-2018,0.9,0.94,0.9,0.92,242700
AXU,30-Oct-2018,0.93,0.94,0.9,0.93,306400
AXU,31-Oct-2018,0.9,0.92,0.9,0.9,224400
AXU,01-Nov-2018,0.93,1.009,0.92,0.965,317100
AXU,02-Nov-2018,1,1.02,0.945,0.95,110300
AXU,05-Nov-2018,0.94,0.98,0.92,0.95,228800
AXU,06-Nov-2018,0.95,0.95,0.93,0.94,61800
AXU,07-Nov-2018,0.915,0.96,0.877,0.877,160200
AXU,08-Nov-2018,0.87,0.9,0.86,0.88,170300
AXU,09-Nov-2018,0.86,0.87,0.825,0.85,101500
AXU,12-Nov-2018,0.825,0.84,0.723,0.746,484200
AXU,13-Nov-2018,0.74,0.74,0.675,0.675,387300
AXU,14-Nov-2018,0.69,0.88,0.69,0.8,539100
AXU,15-Nov-2018,0.8,0.86,0.79,0.82,121300
AXU,16-Nov-2018,0.85,0.86,0.79,0.8,173800
AXU,19-Nov-2018,0.79,0.81,0.77,0.78,73000
AXU,20-Nov-2018,0.76,0.79,0.74,0.74,146500
AXU,21-Nov-2018,0.75,0.8,0.75,0.78,229400
AXU,22-Nov-2018,0.78,0.78,0.78,0.78,0
AXU,23-Nov-2018,0.76,0.79,0.76,0.76,56200
AXU,26-Nov-2018,0.755,0.805,0.75,0.767,159300
AXU,27-Nov-2018,0.77,0.78,0.74,0.76,102200
AXU,28-Nov-2018,0.78,0.78,0.74,0.76,166400
AXU,29-Nov-2018,0.76,0.76,0.74,0.76,83400
AXU,30-Nov-2018,0.77,0.78,0.76,0.78,93400
AXU,03-Dec-2018,0.78,0.79,0.76,0.77,191600
AXU,04-Dec-2018,0.76,0.8,0.76,0.785,133900
AXU,05-Dec-2018,0.785,0.785,0.785,0.785,0
AXU,06-Dec-2018,0.782,0.794,0.77,0.775,168500
AXU,07-Dec-2018,0.77,0.78,0.76,0.77,131200
AXU,10-Dec-2018,0.77,0.78,0.75,0.78,96600
AXU,11-Dec-2018,0.8,0.8,0.78,0.78,134100
AXU,12-Dec-2018,0.795,0.827,0.795,0.824,155400
AXU,13-Dec-2018,0.83,0.83,0.78,0.8,88200
AXU,14-Dec-2018,0.81,0.815,0.78,0.79,217700
AXU,17-Dec-2018,0.83,0.83,0.79,0.83,210100
AXU,18-Dec-2018,0.85,0.895,0.831,0.895,235100
AXU,19-Dec-2018,0.892,0.959,0.865,0.954,503400
AXU,20-Dec-2018,0.96,0.96,0.9,0.92,230600
AXU,21-Dec-2018,0.91,0.91,0.82,0.82,169200
AXU,24-Dec-2018,0.88,0.89,0.85,0.89,175000
AXU,25-Dec-2018,0.89,0.89,0.89,0.89,0
AXU,26-Dec-2018,0.9,0.97,0.885,0.885,301100
AXU,27-Dec-2018,0.89,0.935,0.88,0.9,173900
AXU,28-Dec-2018,0.9,0.94,0.9,0.93,128300
AXU,31-Dec-2018,0.93,0.95,0.9,0.94,156700
AXU,01-Jan-2019,0.94,0.94,0.94,0.94,0
AXU,02-Jan-2019,0.94,0.96,0.93,0.96,196000
AXU,03-Jan-2019,0.96,1.02,0.95,1,155100
AXU,04-Jan-2019,1,1.04,0.94,1.01,242800
AXU,07-Jan-2019,1.02,1.06,0.955,0.99,215700
AXU,08-Jan-2019,0.97,1.04,0.97,1.04,132600
AXU,09-Jan-2019,1.05,1.07,1.04,1.06,199400
AXU,10-Jan-2019,1.03,1.06,1.03,1.03,138900
AXU,11-Jan-2019,1.06,1.06,1.02,1.05,110200
AXU,14-Jan-2019,1.03,1.04,1,1.02,213500
AXU,15-Jan-2019,1.02,1.02,1,1,229600
AXU,16-Jan-2019,1.01,1.01,0.97,0.98,174200
AXU,17-Jan-2019,0.98,0.98,0.96,0.97,226800
AXU,18-Jan-2019,0.97,0.97,0.93,0.94,374000
AXU,21-Jan-2019,0.94,0.94,0.94,0.94,0
AXU,22-Jan-2019,0.93,0.96,0.927,0.945,139100
AXU,23-Jan-2019,0.935,0.939,0.92,0.93,80100
AXU,24-Jan-2019,0.92,0.93,0.86,0.9,292800
AXU,25-Jan-2019,0.94,0.95,0.91,0.95,246300
AXU,28-Jan-2019,0.95,0.99,0.95,0.98,165600
AXU,29-Jan-2019,1.02,1.04,0.98,1.01,587400
AXU,30-Jan-2019,1.03,1.07,0.99,1.07,515000
AXU,31-Jan-2019,1.1,1.15,1.08,1.13,674100
AXU,01-Feb-2019,1.15,1.19,1.11,1.15,469800
AXU,04-Feb-2019,1.16,1.19,1.15,1.17,353900
AXU,05-Feb-2019,1.21,1.22,1.16,1.22,418100
AXU,06-Feb-2019,1.24,1.26,1.18,1.2,399300
AXU,07-Feb-2019,1.18,1.21,1.18,1.19,251600
AXU,08-Feb-2019,1.22,1.25,1.17,1.25,404000
AXU,11-Feb-2019,1.23,1.27,1.21,1.23,281900
AXU,12-Feb-2019,1.26,1.29,1.21,1.25,262800
AXU,13-Feb-2019,1.27,1.27,1.17,1.21,338100
AXU,14-Feb-2019,1.21,1.26,1.2,1.24,219100
AXU,15-Feb-2019,1.25,1.33,1.25,1.32,486400
AXU,18-Feb-2019,1.32,1.32,1.32,1.32,0
AXU,19-Feb-2019,1.38,1.42,1.34,1.38,963800
AXU,20-Feb-2019,1.41,1.41,1.35,1.39,927800
AXU,21-Feb-2019,1.42,1.42,1.3,1.36,479900
AXU,22-Feb-2019,1.35,1.36,1.3,1.31,297000
AXU,25-Feb-2019,1.32,1.38,1.32,1.34,363100
AXU,26-Feb-2019,1.32,1.34,1.29,1.33,362900
AXU,27-Feb-2019,1.34,1.35,1.31,1.33,186500
AXU,28-Feb-2019,1.34,1.34,1.29,1.32,257300
AXU,01-Mar-2019,1.31,1.34,1.22,1.27,584000
AXU,04-Mar-2019,1.23,1.24,1.15,1.22,560400
AXU,05-Mar-2019,1.2,1.24,1.19,1.19,303800
AXU,06-Mar-2019,1.19,1.22,1.18,1.22,146200
AXU,07-Mar-2019,1.2,1.23,1.19,1.21,169300
AXU,08-Mar-2019,1.25,1.34,1.25,1.34,377700
AXU,11-Mar-2019,1.34,1.35,1.28,1.35,312000
AXU,12-Mar-2019,1.37,1.37,1.32,1.36,288900
AXU,13-Mar-2019,1.4,1.41,1.3467,1.41,395600
AXU,14-Mar-2019,1.3,1.33,1.23,1.24,517800
AXU,15-Mar-2019,1.27,1.35,1.2607,1.34,337600
AXU,18-Mar-2019,1.35,1.35,1.25,1.27,205400
AXU,19-Mar-2019,1.26,1.31,1.26,1.28,222200
AXU,20-Mar-2019,1.27,1.36,1.25,1.34,173400
AXU,21-Mar-2019,1.33,1.37,1.29,1.31,248500
AXU,22-Mar-2019,1.3,1.35,1.29,1.31,141200
AXU,25-Mar-2019,1.35,1.36,1.31,1.36,332800
AXU,26-Mar-2019,1.36,1.36,1.32,1.35,210900
AXU,27-Mar-2019,1.35,1.35,1.29,1.32,233100
AXU,28-Mar-2019,1.27,1.3,1.25,1.25,294200
AXU,29-Mar-2019,1.21,1.25,1.1502,1.21,518700
AXU,01-Apr-2019,1.22,1.22,1.08,1.1,775900
AXU,02-Apr-2019,1.1,1.1,1.06,1.091,325300
AXU,03-Apr-2019,1.1,1.1,1.0664,1.08,332500
AXU,04-Apr-2019,1.08,1.08,1.03,1.08,470000
AXU,05-Apr-2019,1.09,1.09,1.06,1.09,107700
AXU,08-Apr-2019,1.09,1.12,1.07,1.1,460900
AXU,09-Apr-2019,1.13,1.13,1.07,1.1,293500
AXU,10-Apr-2019,1.1,1.105,1.08,1.1,239900
AXU,11-Apr-2019,1.09,1.1,1.02,1.05,418300
AXU,12-Apr-2019,1.05,1.06,1,1.02,216300
AXU,15-Apr-2019,1.02,1.0266,1,1,292200
AXU,16-Apr-2019,1.01,1.01,0.98,0.995,429700
AXU,17-Apr-2019,0.99,1.01,0.98,0.9999,317200
AXU,18-Apr-2019,1.02,1.02,0.95,0.97,534900
AXU,19-Apr-2019,0.97,0.97,0.97,0.97,0
AXU,22-Apr-2019,0.98,1,0.98,0.9946,202600
AXU,23-Apr-2019,0.9826,0.9999,0.9301,0.955,355300
AXU,24-Apr-2019,0.955,0.977,0.945,0.9605,316600
AXU,25-Apr-2019,0.99,1,0.9744,1,200700
AXU,26-Apr-2019,0.99,1.09,0.98,1.06,395100
AXU,29-Apr-2019,1.07,1.08,1.01,1.05,254000
AXU,30-Apr-2019,1.06,1.07,1.03,1.07,908900
AXU,01-May-2019,1.07,1.07,0.99,1.01,232800
AXU,02-May-2019,0.99,1.03,0.99,1.01,362200
AXU,03-May-2019,1.02,1.07,1.02,1.05,180400
AXU,06-May-2019,1.04,1.07,1.03,1.058,61600
AXU,07-May-2019,1.07,1.07,1.03,1.04,96000
AXU,08-May-2019,1.04,1.06,1,1.01,148800
AXU,09-May-2019,1.02,1.04,1,1.02,105000
AXU,10-May-2019,1.03,1.06,1.03,1.06,136800
AXU,13-May-2019,1.06,1.09,1.0418,1.09,295100
AXU,14-May-2019,1.1,1.1,1.02,1.06,138500
AXU,15-May-2019,1.05,1.09,1.04,1.08,205400
AXU,16-May-2019,1.07,1.0727,1.02,1.02,289900
AXU,17-May-2019,1.03,1.07,1,1.06,568000
AXU,20-May-2019,1.06,1.06,1.02,1.04,84900
AXU,21-May-2019,1.03,1.05,1.01,1.04,124600
AXU,22-May-2019,1.05,1.06,1.02,1.02,144400
AXU,23-May-2019,1.04,1.06,1,1.04,239300
AXU,24-May-2019,1.04,1.04,1,1.01,71300
AXU,22-Jul-2019,1.6,1.72,1.59,1.71,1526900
AXU,23-Jul-2019,1.73,1.87,1.62,1.71,1982500
AXU,24-Jul-2019,1.75,1.8,1.75,1.8,867500
AXU,25-Jul-2019,1.8,1.8,1.64,1.72,1135000
AXU,26-Jul-2019,1.7,1.76,1.66,1.68,846900
AXU,29-Jul-2019,1.71,1.77,1.6893,1.77,583900
AXU,30-Jul-2019,1.77,1.81,1.74,1.74,435100
AXU,31-Jul-2019,1.75,1.76,1.68,1.7,767300
AXU,01-Aug-2019,1.6,1.72,1.57,1.66,1660100
AXU,02-Aug-2019,1.65,1.71,1.61,1.65,587500
AXU,05-Aug-2019,1.7,1.77,1.7,1.72,766400
AXU,06-Aug-2019,1.75,1.76,1.68,1.74,506300
AXU,07-Aug-2019,1.86,1.91,1.81,1.85,1309100
AXU,08-Aug-2019,1.82,1.86,1.79,1.85,683100
AXU,09-Aug-2019,1.85,1.86,1.7601,1.8,583800
AXU,12-Aug-2019,1.76,1.86,1.75,1.76,796400
AXU,13-Aug-2019,1.81,1.85,1.75,1.8,1429100
AXU,14-Aug-2019,2.1,2.14,1.96,1.97,4171000
AXU,15-Aug-2019,2.03,2.06,1.98,2.04,1701100
AXU,16-Aug-2019,2.05,2.09,1.82,1.86,2288700
AXU,19-Aug-2019,1.85,1.85,1.75,1.79,2207000
AXU,20-Aug-2019,1.84,1.95,1.79,1.95,1365300
